08/15/2018,Completed,09/07/2018,18-02401350,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Make),Black,FVI - Outcome,Vehicle was moved from original address requested,7,3103 N MONTICELLO AVE,60618,30,25,21,
08/06/2018,Completed,09/07/2018,18-02316474,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Make),Silver,FVI - Outcome,Vehicle was moved from original address requested,7,6700 W BELDEN AVE,60707,36,25,18,
08/08/2018,Completed,09/13/2018,18-02338572,Abandoned Vehicle Complaint,XXXXXXX,Infiniti/M30,Gold,FVI - Outcome,Vehicle was moved from original address requested,365,7944 S WESTERN AVE,60620,18,8,70,
08/05/2018,Completed,09/18/2018,18-02306001,Abandoned Vehicle Complaint,XXXXXXX,(Unlisted Make),Black,FVI - Outcome,Vehicle was moved from original address requested,14,6748 S RIDGELAND AVE,60649,5,3,43,
07/28/2018,Completed,09/21/2018,18-02233388,Abandoned Vehicle Complaint,XXXXXX,Volvo,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,21,1536 N MAYFIELD AVE,60651,29,25,25,
09/16/2018,Open,,18-02682442,Abandoned Vehicle Complaint,XXXXXX,Chevrolet,White,,,30,6640 S LOOMIS BLVD,60636,16,7,67,
08/31/2018,Open,,18-02544718,Abandoned Vehicle Complaint,XXXXXX,Toyota,Red,,,10,2547 W 115TH PL,60655,19,22,75,
08/26/2018,Open,,18-02493176,Abandoned Vehicle Complaint,XXXXXX,Honda,Green,,,14,1624 N MARSHFIELD AVE,60622,32,14,24,33
08/26/2018,Open,,18-02493450,Abandoned Vehicle Complaint,XXXXXX,Chrysler,Red,,,7,2023 N DRAKE AVE,60647,26,14,22,
08/17/2018,Open,,18-02417623,Abandoned Vehicle Complaint,XXXXXX,Jeep/Cherokee,Gray,,,9,3736 N PONTIAC AVE,60634,38,16,17,
08/11/2018,Open,,18-02364984,Abandoned Vehicle Complaint,XXXXX,(Unlisted Make),Gray,,,2,1151 W MONROE ST,60607,25,12,28,
